33493158		3.625		3.94	28.2609%
33511539		2.76429		2.96667	47.541%
33512946		0		-nan	0%
33518511		1.87843		1.508	40.4494%
33518856		2.40345		2.52143	40.1515%
33520122		1.52174		1.325	10.2564%
33534054		2.75625		2.82222	23.2759%
33547746		2.11111		2	24.3478%
33572877		3.36667		3.76364	31.7829%
33573645		2.0375		1.25	22.6415%
33574794		2.82745		2.92353	32.8431%
33596388		2.84		2.8	37.1795%
33596715		2.7625		2.575	8.19672%
33623466		1.96471		1.5	34.7826%
33625476		2.35909		2.49167	59.5238%
33647505		1.81389		2.04	22.695%
33659679		1.74146		0.284615	30.1205%
33669720		1.894		1.16087	35.3211%
33683862		2.90571		3.35	21.6418%
33689394		2.46		3.1	60%
33701028		3.40909		2.96364	39.5604%
33725490		3.294		3.42667	32.2176%
33727443		2.33333		1.3	20%
33746307		3.44412		3.6	20.6522%
33753099		1.89783		1.58	33.6842%
33753504		2.35		1.25	26.1111%
33758814		2.3303		2.32941	39.8148%
33805590		2.94565		3.07647	33.3333%
33822603		2.66111		2.54444	46.25%
33846984		2.34286		1.85714	23.5294%
33870945		2.74444		3.11667	58.6207%
33880464		2.27857		2.56	62.069%
33893088		2.59231		3.33333	35.7143%
33894834		3.26316		3.66	11.7647%
33895182		3.70541		3.85	21.3198%
33897642		3.25102		3.42143	31.25%
56701704		2.43077		2.61429	50%
56707587		2.5381		3.675	10.8108%
56718072		2.63333		2.63571	46.2264%
56741838		3.3		3.57222	35.1145%
56744601		3.22		3.48462	33.1081%
56749962		3.66829		3.66429	27.8912%
56750529		1.75952		1.19412	38.3721%
56758065		3.12973		2.75714	46.5517%
56758125		3.49744		3.76429	31.2977%
56759664		3.1825		3.075	32.0896%
56762319		3.33939		2.98889	25%
56766210		3.22045		3.75455	36.6864%
56769438		2.96842		3	31.5068%
56776479		2.82683		2.34667	37.1795%
56777232		3.33846		3.32857	33.7662%
56778306		1.86176		1.09091	24.2424%
56779437		2.01026		2.06842	38.1295%
56780490		3.47692		3.41111	29.4872%
56813157		3.38846		3.76667	24.0964%
56966526		3.10909		3.075	13.253%
57028968		2.61		2.9	15.625%
57029172		2.70889		2.53636	27.7487%
57050757		3.27273		-nan	20%
57052884		3.05		3.6	17.3913%
57056811		2.71667		4	34.7826%
